uid smoi rep sr update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 14800 10000 9003 9003 0 0.0959788 0.0959788 -nan -0.0917388 -0.0917388 -nan -0.108508 10000
1_10 1 10 500 14900 10000 9017 9017 0 0.0940137 0.0940137 -nan -0.088836 -0.088836 -nan -0.088636 10000
1_10 1 10 500 15000 10000 9065 9065 0 0.0894904 0.0894904 -nan -0.0772722 -0.0772722 -nan -0.0852262 10000
1_10 1 10 500 15100 10000 9024 9024 0 0.0919148 0.0919148 -nan -0.0947675 -0.0947675 -nan -0.0968511 10000
1_10 1 10 500 15200 10000 9005 9005 0 0.0906335 0.0906335 -nan -0.0901473 -0.0901473 -nan -0.0911402 10000
1_10 1 10 500 15300 10000 9017 9017 0 0.093611 0.093611 -nan -0.0671625 -0.0671625 -nan -0.0738492 10000
1_10 1 10 500 15400 10000 8983 8983 0 0.0958051 0.0958051 -nan -0.0936343 -0.0936343 -nan -0.0922559 10000
1_10 1 10 500 15500 10000 9078 9078 0 0.0928439 0.0928439 -nan -0.101662 -0.101662 -nan -0.0940867 10000
1_10 1 10 500 15600 10000 9044 9044 0 0.0969316 0.0969316 -nan -0.0756447 -0.0756447 -nan -0.0877768 10000
1_10 1 10 500 15700 10000 9007 9007 0 0.0922946 0.0922946 -nan -0.0898862 -0.0898862 -nan -0.089356 10000
1_10 1 10 500 15800 10000 8988 8988 0 0.0959981 0.0959981 -nan -0.0987349 -0.0987349 -nan -0.0894742 10000
1_10 1 10 500 15900 10000 9001 9001 0 0.0933632 0.0933632 -nan -0.0935186 -0.0935186 -nan -0.102462 10000
1_10 1 10 500 16000 10000 9026 9026 0 0.0915304 0.0915304 -nan -0.0995603 -0.0995603 -nan -0.095448 10000
1_10 1 10 500 16100 10000 9055 9055 0 0.0928746 0.0928746 -nan -0.0959692 -0.0959692 -nan -0.0805569 10000
1_10 1 10 500 16200 10000 9055 9055 0 0.0911349 0.0911349 -nan -0.0730405 -0.0730405 -nan -0.0839436 10000
1_10 1 10 500 16300 10000 8997 8997 0 0.0945063 0.0945063 -nan -0.0888063 -0.0888063 -nan -0.0915217 10000
1_10 1 10 500 16400 10000 8989 8989 0 0.0929867 0.0929867 -nan -0.0868058 -0.0868058 -nan -0.0947631 10000
1_10 1 10 500 16500 10000 9057 9057 0 0.0955098 0.0955098 -nan -0.0802374 -0.0802374 -nan -0.0957767 10000
1_10 1 10 500 16600 10000 9084 9084 0 0.0912434 0.0912434 -nan -0.0714006 -0.0714006 -nan -0.0942426 10000
1_10 1 10 500 16700 10000 9014 9014 0 0.0939603 0.0939603 -nan -0.0754234 -0.0754234 -nan -0.0923936 10000
1_10 1 10 500 16800 10000 8999 8999 0 0.0920284 0.0920284 -nan -0.0729194 -0.0729194 -nan -0.087478 10000
1_10 1 10 500 16900 10000 8918 8918 0 0.0931218 0.0931218 -nan -0.0724764 -0.0724764 -nan -0.0871541 10000
1_10 1 10 500 17000 10000 8982 8982 0 0.0951077 0.0951077 -nan -0.0810402 -0.0810402 -nan -0.0845203 10000
1_10 1 10 500 17100 10000 8992 8992 0 0.0931234 0.0931234 -nan -0.0734048 -0.0734048 -nan -0.0988425 10000
1_10 1 10 500 17200 10000 9013 9013 0 0.0965256 0.0965256 -nan -0.0903879 -0.0903879 -nan -0.0957345 10000
1_10 1 10 500 17300 10000 9016 9016 0 0.0966477 0.0966477 -nan -0.0661113 -0.0661113 -nan -0.0894714 10000
1_10 1 10 500 17400 10000 9055 9055 0 0.094102 0.094102 -nan -0.0824595 -0.0824595 -nan -0.0841147 10000
1_10 1 10 500 17500 10000 9004 9004 0 0.0917429 0.0917429 -nan -0.0853729 -0.0853729 -nan -0.0926668 10000
1_10 1 10 500 17600 10000 9063 9063 0 0.0912322 0.0912322 -nan -0.0926631 -0.0926631 -nan -0.0943135 10000
1_10 1 10 500 17700 10000 8957 8957 0 0.0960856 0.0960856 -nan -0.0914553 -0.0914553 -nan -0.0850055 10000
1_10 1 10 500 17800 10000 9036 9036 0 0.0900714 0.0900714 -nan -0.0693366 -0.0693366 -nan -0.0888594 10000
