uid smoi rep sr update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 17600 10000 13211 5866 7345 0.619571 0.519278 0.699669 0.248119 0.185958 0.297763 0.85148 10000
1_10 1 10 500 17700 10000 13241 5758 7483 0.634628 0.530697 0.714601 0.24829 0.186279 0.296007 0.862687 10000
1_10 1 10 500 17800 10000 13293 5861 7432 0.630966 0.519499 0.718872 0.237612 0.167098 0.293221 0.857174 10000
1_10 1 10 500 17900 10000 13099 5633 7466 0.647897 0.55366 0.718997 0.245953 0.183729 0.292901 0.857986 10000
1_10 1 10 500 18000 10000 12957 5460 7497 0.659447 0.563731 0.729157 0.248734 0.186678 0.293928 0.852432 10000
1_10 1 10 500 18100 10000 13078 5582 7496 0.652441 0.556843 0.72363 0.247402 0.184104 0.294538 0.859449 10000
1_10 1 10 500 18200 10000 13196 5742 7454 0.634823 0.519691 0.723511 0.245618 0.179982 0.296179 0.853941 10000
1_10 1 10 500 18300 10000 13225 5882 7343 0.61488 0.505001 0.702898 0.252984 0.192571 0.301377 0.858729 10000
1_10 1 10 500 18400 10000 13187 5758 7429 0.624095 0.508919 0.713365 0.24571 0.177902 0.298267 0.859581 10000
1_10 1 10 500 18500 10000 13227 5781 7446 0.636429 0.531005 0.71828 0.247977 0.186904 0.295394 0.862885 10000
1_10 1 10 500 18600 10000 13357 5912 7445 0.611265 0.510091 0.691607 0.246436 0.185172 0.295086 0.864109 10000
1_10 1 10 500 18700 10000 13257 5815 7442 0.613475 0.51298 0.692 0.248815 0.186153 0.297778 0.860387 10000
1_10 1 10 500 18800 10000 13179 5799 7380 0.6266 0.5187 0.711384 0.247669 0.183895 0.297781 0.862506 10000
1_10 1 10 500 18900 10000 13102 5649 7453 0.653307 0.549116 0.732279 0.244332 0.17775 0.294797 0.858164 10000
1_10 1 10 500 19000 10000 13271 5799 7472 0.625473 0.521046 0.706518 0.245592 0.180316 0.296253 0.860979 10000
1_10 1 10 500 19100 10000 13209 5737 7472 0.643779 0.54301 0.721149 0.249717 0.188917 0.2964 0.86232 10000
1_10 1 10 500 19200 10000 13043 5581 7462 0.657511 0.549859 0.738026 0.242003 0.17362 0.293149 0.856712 10000
1_10 1 10 500 19300 10000 13206 5824 7382 0.622811 0.518187 0.705354 0.246583 0.188233 0.292618 0.861978 10000
1_10 1 10 500 19400 10000 13193 5752 7441 0.633024 0.531749 0.711312 0.243533 0.181407 0.291557 0.863276 10000
1_10 1 10 500 19500 10000 13080 5749 7331 0.613083 0.513356 0.691288 0.247731 0.18763 0.294863 0.854781 10000
1_10 1 10 500 19600 10000 13191 5746 7445 0.638529 0.525953 0.725414 0.247659 0.189575 0.292487 0.855669 10000
1_10 1 10 500 19700 10000 13378 5861 7517 0.634421 0.528672 0.716873 0.246035 0.18745 0.291713 0.860607 10000
1_10 1 10 500 19800 10000 13301 5874 7427 0.629669 0.517976 0.718008 0.246395 0.182662 0.296801 0.863413 10000
1_10 1 10 500 19900 10000 13210 5737 7473 0.63002 0.527152 0.708991 0.24991 0.186621 0.298496 0.852621 10000
1_10 1 10 500 20000 10000 13248 5805 7443 0.623209 0.512947 0.709206 0.252333 0.191854 0.299502 0.85606 10000
1_11 1 11 500 0 10000 6301 6301 0 0 0 -nan 0 0 -nan 0 10000
1_11 1 11 500 100 10000 11351 8876 2475 0.132345 0.105957 0.226979 -0.0407125 -0.0358596 -0.0581163 -0.0211377 10000
1_11 1 11 500 200 10000 11387 8908 2479 0.131504 0.105489 0.224985 -0.0365007 -0.0283425 -0.065816 -0.028877 10000
1_11 1 11 500 300 10000 11328 8889 2439 0.130866 0.105866 0.221978 -0.0604799 -0.0519951 -0.0914031 -0.0280675 10000
1_11 1 11 500 400 10000 11340 8818 2522 0.133105 0.105698 0.228933 -0.0415184 -0.0336796 -0.0689263 -0.0278713 10000
1_11 1 11 500 500 10000 11397 8866 2531 0.131519 0.105426 0.222923 -0.0341508 -0.0260419 -0.062556 -0.0338548 10000
1_11 1 11 500 600 10000 11383 8927 2456 0.130881 0.104654 0.226208 -0.0197887 -0.0136742 -0.0420136 -0.0382054 10000
1_11 1 11 500 700 10000 11460 8904 2556 0.132884 0.10501 0.229982 -0.00725722 -0.00576599 -0.012452 -0.0235883 10000
1_11 1 11 500 800 10000 13935 6950 6985 0.435654 0.358247 0.512673 0.251759 0.198912 0.304342 0.857481 10000
1_11 1 11 500 900 10000 13396 6015 7381 0.595212 0.490137 0.680841 0.24976 0.1928 0.296178 0.857579 10000
