uid smoi rep sym_res_dis update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 19000 10000 13250 5780 7470 0.629628 0.525217 0.710417 0.246922 0.184545 0.295187 0.858122 10000
1_10 1 10 500 19100 10000 13079 5688 7391 0.634176 0.528006 0.715883 0.247593 0.181557 0.298413 0.850956 10000
1_10 1 10 500 19200 10000 13080 5621 7459 0.641674 0.5411 0.717466 0.248215 0.185932 0.295152 0.862633 10000
1_10 1 10 500 19300 10000 13250 5732 7518 0.639267 0.536409 0.71769 0.240782 0.171817 0.293364 0.857228 10000
1_10 1 10 500 19400 10000 13165 5839 7326 0.628828 0.529408 0.708068 0.241522 0.18114 0.289648 0.853576 10000
1_10 1 10 500 19500 10000 13347 5920 7427 0.617198 0.504185 0.70728 0.243081 0.176075 0.296491 0.860668 10000
1_10 1 10 500 19600 10000 13227 5828 7399 0.627955 0.516322 0.715886 0.25132 0.188178 0.301055 0.856639 10000
1_10 1 10 500 19700 10000 13082 5686 7396 0.645112 0.543224 0.723443 0.247614 0.188077 0.293387 0.864672 10000
1_10 1 10 500 19800 10000 13226 5794 7432 0.639101 0.521244 0.730983 0.242896 0.178927 0.292766 0.85578 10000
1_10 1 10 500 19900 10000 13190 5708 7482 0.637246 0.535367 0.71497 0.250438 0.188416 0.297755 0.859602 10000
1_10 1 10 500 20000 10000 13026 5584 7442 0.649272 0.549502 0.724132 0.248428 0.18724 0.294339 0.855783 10000
1_11 1 11 500 0 10000 6300 6300 0 0 0 -nan 0 0 -nan 0 10000
1_11 1 11 500 100 10000 11445 8867 2578 0.133115 0.107177 0.222327 -0.0493741 -0.0449521 -0.0645833 -0.0155761 10000
1_11 1 11 500 200 10000 11373 8881 2492 0.130547 0.104238 0.224308 -0.0433387 -0.0344574 -0.0749898 -0.0338839 10000
1_11 1 11 500 300 10000 11390 8864 2526 0.13451 0.107878 0.227964 -0.0576137 -0.0498675 -0.084796 -0.0396198 10000
1_11 1 11 500 400 10000 11427 8839 2588 0.137142 0.110218 0.229098 -0.0713457 -0.064643 -0.094238 -0.0157706 10000
1_11 1 11 500 500 10000 11432 8956 2476 0.130247 0.104904 0.221913 -0.063235 -0.0576721 -0.0833566 -0.0307298 10000
1_11 1 11 500 600 10000 11398 8919 2479 0.129671 0.104097 0.221682 -0.0428579 -0.0358292 -0.0681458 -0.0399125 10000
1_11 1 11 500 700 10000 11273 8872 2401 0.131666 0.106851 0.223361 -0.0369761 -0.0320849 -0.0550499 -0.0169332 10000
1_11 1 11 500 800 10000 11409 8868 2541 0.137306 0.110576 0.230589 -0.0533687 -0.0466556 -0.0767971 -0.0188261 10000
1_11 1 11 500 900 10000 11401 8961 2440 0.127463 0.10121 0.223875 -0.0452066 -0.0384542 -0.0700048 -0.0315993 10000
1_11 1 11 500 1000 10000 11886 8823 3063 0.148073 0.116595 0.238746 0.0113594 -0.00223409 0.0505157 0.0854194 10000
1_11 1 11 500 1100 10000 13535 6299 7236 0.547299 0.449011 0.63286 0.246321 0.18794 0.297143 0.851675 10000
